timestamp,temperature,humidity,ms_device,label
2026-04-26T18:03:47.721785,31.9,75.3,437138,0
2026-04-26T18:03:51.013573,31.9,75.3,440430,0
2026-04-26T18:03:54.305328,31.9,75.2,443722,0
2026-04-26T18:03:57.597145,31.9,75.2,447014,0
2026-04-26T18:04:00.888928,31.9,75.2,450306,0
2026-04-26T18:04:04.180780,31.9,75.3,453598,0
2026-04-26T18:04:07.472560,31.9,75.3,456890,0
2026-04-26T18:04:10.764411,31.9,75.3,460182,0
2026-04-26T18:04:14.056203,31.9,75.3,463474,0
2026-04-26T18:04:17.347951,31.9,75.3,466766,0
2026-04-26T18:04:20.639813,31.9,75.3,470058,0
2026-04-26T18:04:23.931590,31.9,75.4,473350,0
2026-04-26T18:04:27.223384,31.9,75.4,476642,0
2026-04-26T18:04:30.515165,31.9,75.4,479934,0
2026-04-26T18:04:33.806962,31.9,75.4,483226,0
2026-04-26T18:04:37.098721,31.9,75.4,486518,0
2026-04-26T18:04:40.390545,31.9,75.4,489810,0
2026-04-26T18:04:43.682423,31.9,75.5,493102,0
2026-04-26T18:04:46.974208,31.9,75.5,496394,0
2026-04-26T18:04:50.265963,31.9,75.5,499686,0
2026-04-26T18:04:53.557791,31.9,75.5,502978,0
2026-04-26T18:04:56.849601,31.9,75.5,506270,0
2026-04-26T18:05:00.141441,31.9,75.5,509562,0
2026-04-26T18:05:03.433260,31.9,75.5,512854,0
2026-04-26T18:05:06.725069,31.9,75.5,516146,0
2026-04-26T18:05:10.016774,31.9,75.4,519438,0
2026-04-27T13:03:40.988664,30.2,61.9,88186,1
2026-04-27T13:04:53.409941,21.9,75.5,160610,1
2026-04-27T13:04:56.701770,21.7,78.5,163902,1
2026-04-27T13:04:59.993431,21.5,80.6,167193,1
2026-04-27T13:05:03.285432,21.3,82.1,170486,1
2026-04-27T13:05:06.577227,21.1,84.3,173778,1
2026-04-27T13:05:09.869108,21.0,86.6,177070,1
2026-04-27T13:05:19.744719,20.6,90.4,186946,1
2026-04-27T13:05:23.036522,20.5,91.3,190238,1
2026-04-27T13:05:26.328473,20.4,92.2,193530,1
2026-04-27T13:05:29.620429,20.3,93.5,196822,1
2026-04-27T13:05:32.912347,20.1,93.9,200114,1
2026-04-27T13:05:36.204085,20.0,94.2,203406,1
2026-04-27T13:05:39.496099,19.9,94.7,206698,1
2026-04-27T13:05:42.787773,19.8,95.1,209990,1
2026-04-27T13:05:46.079606,19.7,96.4,213282,1
2026-04-27T13:05:49.371512,19.6,98.0,216574,1
2026-04-27T13:05:52.663432,19.5,99.3,219866,1
2026-04-27T13:05:55.955433,19.5,100.0,223158,1
2026-04-27T13:05:59.247175,19.4,100.0,226450,1
2026-04-27T13:06:02.538981,19.3,100.0,229742,1
2026-04-27T13:06:05.830886,19.3,100.0,233034,1
2026-04-27T13:06:09.122740,19.2,100.0,236326,1
2026-04-27T13:09:35.933655,49.8,40.8,443150,1
